Date,Ticket Number,Customer Email,Agent ID,Issue,Status,Average Handling Time,Resolution,Contact via,Ratings,AI Conversion
29-01-2025,ADB-5125-2021,kathleen314@aol.com,tel10033,How To,Pending Customer Action,15,Issue not Resolved,Chat,,Issue not Resolved
29-01-2025,ADB-1075-3574,ashley525@comcast.net,tel10080,Provisioning Issue,Resolved,19,Shared Self-Help Article,Phone,5,Not Interested
29-01-2025,ADB-8145-2562,john589@bellsouth.net,tel10061,Download/ Install,Pending Customer Action,17,Issue not Resolved,Phone,,Issue not Resolved
29-01-2025,ADB-3053-9735,kevin310@bellsouth.net,tel10019,How To,Resolved,17,Shared Self-Help Article,Chat,4,AI Sold
29-01-2025,ADB-9195-8908,jason908@outlook.com,tel10003,Activation Issue,Resolved,27,Remote Support,Chat,5,Not Interested
29-01-2025,ADB-8615-2912,deanna276@outlook.com,tel10004,Activation Issue,Resolved,25,Remote Support,Phone,3,Already has AI
29-01-2025,ADB-9954-8313,katie968@bellsouth.net,tel10019,Provisioning Issue,Callback Scheduled,19,SME Callback Scheduled,Chat,,Issue not Resolved
29-01-2025,ADB-3372-3266,christopher618@yahoo.com,tel10067,Update,Resolved,29,Remote Support,Phone,4,AI Sold
29-01-2025,ADB-8990-5200,mark805@sbcglobal.net,tel10020,How To,Resolved,28,Remote Support,Phone,4,Not Interested
29-01-2025,ADB-2051-9915,alejandro561@comcast.net,tel10018,Activation Issue,Resolved,28,Remote Support,Chat,,AI Sold
29-01-2025,ADB-9209-2601,jennifer745@sbcglobal.net,tel10090,How To,Resolved,19,Shared Self-Help Article,Chat,,Not Interested
29-01-2025,ADB-4757-7699,rebecca830@comcast.net,tel10017,How To,Resolved,30,Remote Support,Chat,3,AI Sold
29-01-2025,ADB-5069-2344,yvette40@bellsouth.net,tel10002,How To,Pending Agent Action,18,Issue not Resolved,Chat,,Issue not Resolved
29-01-2025,ADB-4099-4156,dylan332@sbcglobal.net,tel10062,Provisioning Issue,Resolved,19,Shared Self-Help Article,Phone,1,AI Sold
29-01-2025,ADB-7958-1777,kim220@sbcglobal.net,tel10056,Download/ Install,Resolved,16,Shared Self-Help Article,Chat,4,Not Interested
29-01-2025,ADB-7332-7549,jeffrey271@outlook.com,tel10003,Update,Resolved,27,Remote Support,Chat,,Already has AI
29-01-2025,ADB-8842-1063,courtney777@yahoo.com,tel10050,Download/ Install,Resolved,25,Remote Support,Chat,5,Already has AI
29-01-2025,ADB-4519-8615,holly584@gmail.com,tel10054,Download/ Install,Resolved,29,Remote Support,Chat,3,AI Sold
29-01-2025,ADB-9516-9594,john677@yahoo.com,tel10060,Activation Issue,Resolved,19,Shared Self-Help Article,Phone,,AI Sold
29-01-2025,ADB-7140-1487,kevin789@sbcglobal.net,tel10015,Activation Issue,Resolved,18,Shared Self-Help Article,Phone,5,Not Interested
29-01-2025,ADB-6049-9884,travis547@gmail.com,tel10069,How To,Resolved,16,Shared Self-Help Article,Chat,,Not Interested
29-01-2025,ADB-2764-9377,teresa917@gmail.com,tel10010,How To,Resolved,15,Shared Self-Help Article,Chat,3,AI Sold
29-01-2025,ADB-4159-2907,danielle67@gmail.com,tel10020,Activation Issue,Resolved,15,Shared Self-Help Article,Chat,2,Not Interested
29-01-2025,ADB-8927-8950,bradley69@yahoo.com,tel10043,Provisioning Issue,Pending Agent Action,15,Issue not Resolved,Chat,,Issue not Resolved
29-01-2025,ADB-7230-2230,andrew110@comcast.net,tel10009,How To,Pending Agent Action,17,Issue not Resolved,Phone,,Issue not Resolved
29-01-2025,ADB-2459-9158,joseph445@gmail.com,tel10004,Activation Issue,Resolved,17,Shared Self-Help Article,Phone,2,Not Interested
29-01-2025,ADB-1961-8859,kathryn837@sbcglobal.net,tel10088,Provisioning Issue,Pending Agent Action,20,Issue not Resolved,Chat,,Issue not Resolved
29-01-2025,ADB-2263-6336,jeffrey346@yahoo.com,tel10042,Update,Resolved,26,Remote Support,Phone,5,Already has AI
29-01-2025,ADB-1042-8259,david902@sbcglobal.net,tel10020,Update,Resolved,30,Remote Support,Phone,5,Not Interested
29-01-2025,ADB-8038-9230,susan106@sbcglobal.net,tel10064,Provisioning Issue,Callback Scheduled,18,SME Callback Scheduled,Chat,,Issue not Resolved
29-01-2025,ADB-2870-3743,elizabeth233@comcast.net,tel10042,Download/ Install,Resolved,28,Remote Support,Phone,4,Already has AI
29-01-2025,ADB-8428-9363,daniel961@aol.com,tel10044,Update,Resolved,25,Remote Support,Phone,5,Not Interested
29-01-2025,ADB-8116-4127,steven243@outlook.com,tel10097,Activation Issue,Resolved,30,Remote Support,Phone,5,AI Sold
29-01-2025,ADB-1035-3483,ashlee241@comcast.net,tel10018,Update,Pending Customer Action,16,Issue not Resolved,Chat,,Issue not Resolved
29-01-2025,ADB-6953-2420,kimberly426@yahoo.com,tel10065,Activation Issue,Pending Customer Action,17,Issue not Resolved,Phone,,Issue not Resolved
29-01-2025,ADB-8253-8435,cynthia638@sbcglobal.net,tel10069,How To,Resolved,26,Remote Support,Phone,4,Already has AI
29-01-2025,ADB-7622-8444,matthew797@outlook.com,tel10024,Download/ Install,Resolved,25,Remote Support,Phone,3,Not Interested
29-01-2025,ADB-2605-4572,kaitlyn867@gmail.com,tel10067,How To,Resolved,15,Shared Self-Help Article,Chat,4,Not Interested
29-01-2025,ADB-1442-9334,colin239@aol.com,tel10044,Activation Issue,Resolved,27,Remote Support,Chat,2,Already has AI
29-01-2025,ADB-6337-9382,olivia243@yahoo.com,tel10069,Activation Issue,Resolved,18,Shared Self-Help Article,Phone,4,AI Sold
29-01-2025,ADB-4406-7416,keith233@sbcglobal.net,tel10097,Download/ Install,Resolved,15,Shared Self-Help Article,Chat,3,Not Interested
29-01-2025,ADB-6971-4928,amanda286@sbcglobal.net,tel10002,Update,Resolved,30,Remote Support,Phone,5,AI Sold
29-01-2025,ADB-3580-4475,edward839@aol.com,tel10048,Provisioning Issue,Resolved,27,Remote Support,Phone,,Not Interested
29-01-2025,ADB-4531-5125,james399@comcast.net,tel10063,Provisioning Issue,Resolved,19,Shared Self-Help Article,Phone,1,Not Interested
29-01-2025,ADB-3621-8260,ryan256@aol.com,tel10097,Update,Resolved,16,Shared Self-Help Article,Chat,,AI Sold
29-01-2025,ADB-1232-5021,devin917@yahoo.com,tel10077,How To,Resolved,19,Shared Self-Help Article,Phone,1,Not Interested
29-01-2025,ADB-9272-3255,krista417@bellsouth.net,tel10056,How To,Resolved,26,Remote Support,Phone,4,Not Interested
29-01-2025,ADB-8316-1270,caitlin591@bellsouth.net,tel10082,Update,Resolved,28,Remote Support,Phone,5,Not Interested
29-01-2025,ADB-6211-3460,angela884@sbcglobal.net,tel10012,Activation Issue,Resolved,17,Shared Self-Help Article,Phone,1,Not Interested
29-01-2025,ADB-4200-6115,albert308@gmail.com,tel10052,Download/ Install,Resolved,17,Shared Self-Help Article,Chat,4,AI Sold
29-01-2025,ADB-2699-4584,lisa138@aol.com,tel10018,Download/ Install,Resolved,16,Shared Self-Help Article,Phone,,AI Sold
29-01-2025,ADB-7056-1212,gregory405@sbcglobal.net,tel10056,Update,Pending Agent Action,16,Issue not Resolved,Phone,,Issue not Resolved
29-01-2025,ADB-7758-1436,jose742@yahoo.com,tel10017,Activation Issue,Resolved,28,Remote Support,Chat,5,AI Sold
29-01-2025,ADB-8884-8225,jeremiah100@yahoo.com,tel10055,Download/ Install,Resolved,15,Shared Self-Help Article,Phone,4,Already has AI
29-01-2025,ADB-6643-6721,ronnie662@outlook.com,tel10033,Provisioning Issue,Resolved,25,Remote Support,Chat,2,AI Sold
29-01-2025,ADB-8380-6539,grace532@outlook.com,tel10010,Activation Issue,Resolved,27,Remote Support,Chat,,Not Interested
29-01-2025,ADB-7872-2441,jenny703@aol.com,tel10002,Download/ Install,Resolved,16,Shared Self-Help Article,Chat,5,Not Interested
29-01-2025,ADB-7141-8951,alicia270@yahoo.com,tel10055,Provisioning Issue,Resolved,20,Shared Self-Help Article,Chat,,Already has AI
29-01-2025,ADB-3967-5139,thomas343@bellsouth.net,tel10070,How To,Resolved,17,Shared Self-Help Article,Chat,5,AI Sold
29-01-2025,ADB-3855-5187,zachary446@sbcglobal.net,tel10062,Update,Resolved,26,Remote Support,Phone,,Already has AI
29-01-2025,ADB-6962-1851,daniel611@gmail.com,tel10005,How To,Pending Agent Action,19,Issue not Resolved,Chat,,Issue not Resolved
29-01-2025,ADB-5030-8702,natalie565@aol.com,tel10055,Activation Issue,Resolved,16,Shared Self-Help Article,Phone,,AI Sold
29-01-2025,ADB-7332-7515,johnny219@outlook.com,tel10089,Provisioning Issue,Pending Customer Action,15,Issue not Resolved,Phone,,Issue not Resolved
29-01-2025,ADB-5924-7344,melissa856@outlook.com,tel10010,Activation Issue,Resolved,26,Remote Support,Phone,,Not Interested
29-01-2025,ADB-1870-7584,jeffrey442@comcast.net,tel10034,Download/ Install,Pending Agent Action,17,Issue not Resolved,Chat,,Issue not Resolved
29-01-2025,ADB-3802-1076,danielle294@sbcglobal.net,tel10049,Provisioning Issue,Resolved,16,Shared Self-Help Article,Phone,2,Already has AI
29-01-2025,ADB-5729-7516,amy819@aol.com,tel10092,Update,Resolved,15,Shared Self-Help Article,Chat,3,Already has AI
29-01-2025,ADB-9361-8876,ethan107@bellsouth.net,tel10008,Download/ Install,Resolved,28,Remote Support,Chat,,Not Interested
29-01-2025,ADB-5978-9185,michelle940@yahoo.com,tel10049,Provisioning Issue,Resolved,19,Shared Self-Help Article,Chat,5,AI Sold
29-01-2025,ADB-6972-4730,pamela366@gmail.com,tel10039,Activation Issue,Resolved,18,Shared Self-Help Article,Phone,5,AI Sold
29-01-2025,ADB-8785-7352,kimberly184@sbcglobal.net,tel10008,How To,Resolved,20,Shared Self-Help Article,Chat,5,AI Sold
29-01-2025,ADB-2680-4389,mark607@bellsouth.net,tel10035,How To,Pending Customer Action,20,Issue not Resolved,Phone,,Issue not Resolved
29-01-2025,ADB-3297-8496,robert167@comcast.net,tel10053,Update,Resolved,18,Shared Self-Help Article,Chat,3,Already has AI
29-01-2025,ADB-7011-4312,beth956@gmail.com,tel10066,Download/ Install,Resolved,15,Shared Self-Help Article,Phone,3,Already has AI
29-01-2025,ADB-3852-4542,kimberly403@gmail.com,tel10074,Provisioning Issue,Resolved,20,Shared Self-Help Article,Phone,4,AI Sold
29-01-2025,ADB-3850-6051,terri414@sbcglobal.net,tel10003,Download/ Install,Resolved,26,Remote Support,Phone,3,Already has AI
29-01-2025,ADB-9140-5751,ralph695@outlook.com,tel10047,Activation Issue,Resolved,19,Shared Self-Help Article,Chat,2,Not Interested
29-01-2025,ADB-4671-4439,joseph667@bellsouth.net,tel10022,Download/ Install,Resolved,15,Shared Self-Help Article,Chat,4,Not Interested
29-01-2025,ADB-6597-5650,gregory976@bellsouth.net,tel10065,Activation Issue,Resolved,30,Remote Support,Chat,,Already has AI
29-01-2025,ADB-2863-5817,david21@gmail.com,tel10007,Activation Issue,Pending Customer Action,19,Issue not Resolved,Chat,,Issue not Resolved
29-01-2025,ADB-9575-5599,robert582@comcast.net,tel10071,How To,Pending Agent Action,18,Issue not Resolved,Chat,,Issue not Resolved
29-01-2025,ADB-7920-7196,richard147@bellsouth.net,tel10083,Update,Resolved,18,Shared Self-Help Article,Phone,4,AI Sold
29-01-2025,ADB-4352-3551,tonya317@bellsouth.net,tel10076,Provisioning Issue,Resolved,17,Shared Self-Help Article,Phone,4,AI Sold
29-01-2025,ADB-8313-2529,melissa697@yahoo.com,tel10074,Download/ Install,Resolved,15,Shared Self-Help Article,Phone,,AI Sold
29-01-2025,ADB-4979-8076,carol66@comcast.net,tel10014,Provisioning Issue,Resolved,17,Shared Self-Help Article,Chat,5,AI Sold
29-01-2025,ADB-6997-7904,eric514@yahoo.com,tel10073,Download/ Install,Resolved,29,Remote Support,Phone,2,Not Interested
29-01-2025,ADB-5069-4158,jessica219@aol.com,tel10015,Provisioning Issue,Resolved,30,Remote Support,Phone,5,Not Interested
29-01-2025,ADB-4197-3602,russell775@outlook.com,tel10000,Activation Issue,Resolved,26,Remote Support,Phone,1,Already has AI
29-01-2025,ADB-6422-7529,teresa922@comcast.net,tel10072,Provisioning Issue,Resolved,15,Shared Self-Help Article,Phone,,Already has AI
29-01-2025,ADB-4971-6804,jonathan340@gmail.com,tel10043,How To,Pending Agent Action,20,Issue not Resolved,Chat,,Issue not Resolved
29-01-2025,ADB-5081-9877,lynn512@bellsouth.net,tel10069,How To,Resolved,16,Shared Self-Help Article,Chat,5,Already has AI
29-01-2025,ADB-2755-7899,david321@aol.com,tel10044,Provisioning Issue,Pending Agent Action,15,Issue not Resolved,Chat,,Issue not Resolved
29-01-2025,ADB-6545-4746,patty188@comcast.net,tel10021,Update,Resolved,19,Shared Self-Help Article,Phone,4,Not Interested
29-01-2025,ADB-7669-3606,matthew255@yahoo.com,tel10085,Activation Issue,Resolved,25,Remote Support,Chat,,AI Sold
29-01-2025,ADB-7732-4793,theodore891@comcast.net,tel10010,Download/ Install,Resolved,18,Shared Self-Help Article,Chat,4,Already has AI
29-01-2025,ADB-7816-3886,thomas384@gmail.com,tel10064,Update,Pending Agent Action,17,Issue not Resolved,Phone,,Issue not Resolved
29-01-2025,ADB-4187-5713,nancy269@yahoo.com,tel10080,Download/ Install,Callback Scheduled,20,SME Callback Scheduled,Chat,,Issue not Resolved
29-01-2025,ADB-4132-6403,thomas153@bellsouth.net,tel10051,How To,Pending Agent Action,18,Issue not Resolved,Chat,,Issue not Resolved
29-01-2025,ADB-9178-3109,david405@outlook.com,tel10092,How To,Resolved,26,Remote Support,Phone,5,Not Interested
29-01-2025,ADB-3752-5383,kristi323@comcast.net,tel10043,Download/ Install,Resolved,30,Remote Support,Phone,3,Already has AI
29-01-2025,ADB-7862-3987,mark215@comcast.net,tel10085,How To,Resolved,29,Remote Support,Chat,5,AI Sold
29-01-2025,ADB-1308-7446,michelle431@comcast.net,tel10047,Download/ Install,Callback Scheduled,16,SME Callback Scheduled,Chat,,Issue not Resolved
29-01-2025,ADB-5858-9973,robert807@aol.com,tel10048,Update,Pending Customer Action,16,Issue not Resolved,Phone,,Issue not Resolved
29-01-2025,ADB-1882-6547,robin71@sbcglobal.net,tel10082,Update,Resolved,19,Shared Self-Help Article,Chat,3,Not Interested
29-01-2025,ADB-6711-4689,karen734@bellsouth.net,tel10079,Activation Issue,Resolved,25,Remote Support,Phone,5,Not Interested
29-01-2025,ADB-5439-9147,gabrielle16@outlook.com,tel10022,Update,Resolved,18,Shared Self-Help Article,Phone,,AI Sold
29-01-2025,ADB-2920-4601,pamela60@comcast.net,tel10085,Download/ Install,Resolved,17,Shared Self-Help Article,Phone,2,Already has AI
29-01-2025,ADB-8779-8504,william826@sbcglobal.net,tel10086,How To,Resolved,26,Remote Support,Chat,,AI Sold
29-01-2025,ADB-7291-5286,matthew265@aol.com,tel10021,How To,Resolved,15,Shared Self-Help Article,Chat,5,Already has AI
29-01-2025,ADB-2027-3380,michelle330@sbcglobal.net,tel10024,Provisioning Issue,Callback Scheduled,16,SME Callback Scheduled,Phone,,Issue not Resolved
29-01-2025,ADB-7646-9819,cody958@outlook.com,tel10033,How To,Resolved,20,Shared Self-Help Article,Chat,,AI Sold
29-01-2025,ADB-9396-2915,brenda764@bellsouth.net,tel10074,Download/ Install,Resolved,25,Remote Support,Phone,3,AI Sold
29-01-2025,ADB-1206-4906,jacob470@outlook.com,tel10052,Download/ Install,Resolved,19,Shared Self-Help Article,Chat,,AI Sold
29-01-2025,ADB-3280-1305,john52@aol.com,tel10001,Download/ Install,Resolved,15,Shared Self-Help Article,Chat,,Already has AI
29-01-2025,ADB-4724-9976,phyllis372@outlook.com,tel10014,Update,Resolved,25,Remote Support,Chat,2,AI Sold
29-01-2025,ADB-3243-9955,susan699@gmail.com,tel10093,Provisioning Issue,Resolved,28,Remote Support,Chat,,Already has AI
29-01-2025,ADB-3272-8646,timothy238@comcast.net,tel10098,Download/ Install,Resolved,25,Remote Support,Chat,5,AI Sold
29-01-2025,ADB-1139-5100,dana751@gmail.com,tel10046,Activation Issue,Pending Agent Action,17,Issue not Resolved,Chat,,Issue not Resolved
29-01-2025,ADB-4359-9261,devin537@gmail.com,tel10063,How To,Resolved,26,Remote Support,Chat,,Not Interested
29-01-2025,ADB-6400-1235,stephen179@bellsouth.net,tel10048,Download/ Install,Resolved,27,Remote Support,Chat,4,Not Interested
29-01-2025,ADB-4318-1588,marc652@aol.com,tel10077,How To,Resolved,27,Remote Support,Phone,5,Already has AI
29-01-2025,ADB-5889-3640,erin816@gmail.com,tel10089,Activation Issue,Resolved,18,Shared Self-Help Article,Chat,2,Not Interested
29-01-2025,ADB-5543-6432,brooke162@comcast.net,tel10096,Update,Resolved,18,Shared Self-Help Article,Chat,2,AI Sold
29-01-2025,ADB-6715-3355,amy941@comcast.net,tel10005,Update,Resolved,30,Remote Support,Phone,,Already has AI
29-01-2025,ADB-1039-4886,jillian788@gmail.com,tel10070,Update,Resolved,20,Shared Self-Help Article,Phone,5,Not Interested
29-01-2025,ADB-7742-4517,melinda542@sbcglobal.net,tel10076,Update,Resolved,17,Shared Self-Help Article,Chat,5,AI Sold
29-01-2025,ADB-1833-7219,jessica331@aol.com,tel10096,Update,Callback Scheduled,15,SME Callback Scheduled,Chat,,Issue not Resolved
29-01-2025,ADB-3044-7860,timothy196@aol.com,tel10027,Update,Resolved,20,Shared Self-Help Article,Phone,5,Already has AI
29-01-2025,ADB-1954-8335,andrea374@comcast.net,tel10041,Download/ Install,Resolved,15,Shared Self-Help Article,Phone,5,AI Sold
29-01-2025,ADB-2265-2174,stephen930@aol.com,tel10036,Update,Resolved,27,Remote Support,Chat,5,Already has AI
29-01-2025,ADB-7909-4745,sydney812@bellsouth.net,tel10029,How To,Resolved,26,Remote Support,Phone,1,AI Sold
29-01-2025,ADB-9247-2519,chelsea623@sbcglobal.net,tel10019,Activation Issue,Resolved,20,Shared Self-Help Article,Chat,1,Already has AI
29-01-2025,ADB-7182-1573,robert777@gmail.com,tel10042,Download/ Install,Resolved,19,Shared Self-Help Article,Phone,4,AI Sold
29-01-2025,ADB-6133-6935,jillian178@bellsouth.net,tel10070,Download/ Install,Pending Agent Action,18,Issue not Resolved,Chat,,Issue not Resolved
29-01-2025,ADB-6473-5334,jennifer156@yahoo.com,tel10029,Provisioning Issue,Resolved,20,Shared Self-Help Article,Phone,,AI Sold
29-01-2025,ADB-8346-1213,deborah555@aol.com,tel10033,Update,Resolved,20,Shared Self-Help Article,Phone,,Already has AI
29-01-2025,ADB-2736-5260,april564@outlook.com,tel10015,How To,Resolved,17,Shared Self-Help Article,Chat,4,Already has AI
29-01-2025,ADB-5247-6399,barbara690@sbcglobal.net,tel10003,Provisioning Issue,Resolved,29,Remote Support,Chat,4,AI Sold
29-01-2025,ADB-7928-5042,theresa530@outlook.com,tel10042,Update,Resolved,26,Remote Support,Chat,4,AI Sold
29-01-2025,ADB-4344-3750,renee690@sbcglobal.net,tel10062,How To,Resolved,15,Shared Self-Help Article,Chat,4,Not Interested
29-01-2025,ADB-6014-4399,danielle689@gmail.com,tel10062,Provisioning Issue,Resolved,16,Shared Self-Help Article,Phone,4,AI Sold
29-01-2025,ADB-7526-6451,robert943@gmail.com,tel10089,Download/ Install,Resolved,29,Remote Support,Chat,5,AI Sold
29-01-2025,ADB-3582-5367,angela812@yahoo.com,tel10009,Update,Resolved,17,Shared Self-Help Article,Chat,5,AI Sold
29-01-2025,ADB-6830-6031,james943@comcast.net,tel10044,Update,Callback Scheduled,16,SME Callback Scheduled,Chat,,Issue not Resolved
29-01-2025,ADB-4891-6919,diana537@bellsouth.net,tel10086,Update,Resolved,17,Shared Self-Help Article,Chat,4,AI Sold
29-01-2025,ADB-4203-7781,james75@bellsouth.net,tel10087,Download/ Install,Pending Agent Action,20,Issue not Resolved,Phone,,Issue not Resolved
29-01-2025,ADB-9019-1334,gina384@comcast.net,tel10000,Update,Resolved,25,Remote Support,Chat,4,AI Sold
29-01-2025,ADB-9863-6199,larry978@gmail.com,tel10075,Download/ Install,Callback Scheduled,15,SME Callback Scheduled,Chat,,Issue not Resolved
29-01-2025,ADB-2181-8657,nicholas373@gmail.com,tel10072,How To,Resolved,29,Remote Support,Chat,3,Not Interested
29-01-2025,ADB-5896-2594,sarah242@gmail.com,tel10009,Update,Resolved,28,Remote Support,Chat,4,AI Sold
29-01-2025,ADB-6599-9776,dana72@gmail.com,tel10087,Provisioning Issue,Resolved,20,Shared Self-Help Article,Phone,4,Not Interested
29-01-2025,ADB-1582-4220,victor921@gmail.com,tel10088,How To,Resolved,20,Shared Self-Help Article,Phone,5,Already has AI
29-01-2025,ADB-3524-7923,christian75@comcast.net,tel10007,Provisioning Issue,Resolved,26,Remote Support,Chat,4,Not Interested
29-01-2025,ADB-2341-5491,lauren465@yahoo.com,tel10018,How To,Resolved,15,Shared Self-Help Article,Phone,1,Not Interested
